Station:  
Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available

YEAR,POLLUTANT,STATION,Month 01,Month 02,Month 03,Month 04,Month 05,Month 06,Month 07,Month 08,Month 09,Month 10,Month 11,Month 12
2021,Fine Suspended Particulates ,EASTERN,25,18,17,16,9,10,9,8,11,13,17,21
2021,Fine Suspended Particulates ,KWAI CHUNG,22,19,20,17,10,12,11,10,13,15,19,25
2021,Fine Suspended Particulates ,KWUN TONG,28,20,20,19,12,12,10,10,13,15,19,23
2021,Fine Suspended Particulates ,MONG KOK,31,23,25,22,12,12,11,11,14,15,20,25
2021,Fine Suspended Particulates ,NORTH,26,17,16,15,10,9,10,9,13,13,17,21
2021,Fine Suspended Particulates ,SHAM SHUI PO,23,18,17,14,8,9,8,9,11,13,16,20
2021,Fine Suspended Particulates ,SHATIN,24,14,15,14,9,9,8,8,11,12,17,23
2021,Fine Suspended Particulates ,SOUTHERN,20,15,15,14,8,9,8,7,9,11,16,18
2021,Fine Suspended Particulates ,TAI PO,28,18,18,16,9,9,9,9,13,14,18,23
2021,Fine Suspended Particulates ,TAP MUN,25,17,15,14,7,8,7,6,11,13,16,21
2021,Fine Suspended Particulates ,TSEUNG KWAN O,20,14,15,15,8,9,8,8,11,13,16,19
2021,Fine Suspended Particulates ,TSUEN WAN,26,17,18,17,10,11,10,10,13,15,18,25
2021,Fine Suspended Particulates ,TUEN MUN,37,24,23,20,10,10,9,9,14,18,26,32
2021,Fine Suspended Particulates ,TUNG CHUNG,28,17,15,16,9,9,9,11,12,16,26,31
2021,Fine Suspended Particulates ,YUEN LONG,27,18,16,15,10,11,10,10,15,17,24,31
2021,Nitrogen Dioxide,CAUSEWAY BAY,88,79,72,70,60,63,62,57,68,65,85,86
2021,Nitrogen Dioxide,CENTRAL,90,73,67,64,57,59,59,57,66,60,84,81
2021,Nitrogen Dioxide,CENTRAL/WESTERN,51,43,38,32,21,25,22,25,30,27,42,43
2021,Nitrogen Dioxide,EASTERN,45,39,38,34,24,30,29,30,34,31,42,43
2021,Nitrogen Dioxide,KWAI CHUNG,65,55,52,50,52,54,48,50,49,34,54,55
2021,Nitrogen Dioxide,KWUN TONG,63,55,47,43,40,42,41,44,51,41,59,58
2021,Nitrogen Dioxide,MONG KOK,84,78,71,76,61,65,63,62,69,57,81,72
2021,Nitrogen Dioxide,NORTH,53,38,35,30,22,26,28,31,33,33,49,51
2021,Nitrogen Dioxide,SHAM SHUI PO,66,57,49,46,33,42,38,42,45,39,55,56
2021,Nitrogen Dioxide,SHATIN,49,36,30,27,25,24,25,31,29,22,41,42
2021,Nitrogen Dioxide,SOUTHERN,39,30,31,27,26,29,25,29,25,23,33,36
2021,Nitrogen Dioxide,TAI PO,49,36,31,28,24,27,27,30,30,25,39,42
2021,Nitrogen Dioxide,TAP MUN,16,9,9,8,6,6,7,10,9,8,12,15
2021,Nitrogen Dioxide,TSEUNG KWAN O,34,29,23,21,23,25,25,30,27,16,30,28
2021,Nitrogen Dioxide,TSUEN WAN,59,49,44,41,40,41,39,42,40,33,48,51
2021,Nitrogen Dioxide,TUEN MUN,74,54,48,41,29,32,30,34,36,34,58,62
2021,Nitrogen Dioxide,TUNG CHUNG,44,29,27,21,14,15,15,17,25,25,39,43
2021,Nitrogen Dioxide,YUEN LONG,57,41,40,34,24,27,31,34,39,35,55,57
2021,Nitrogen Oxides,CAUSEWAY BAY,209,202,179,151,190,195,208,223,213,165,209,248
2021,Nitrogen Oxides,CENTRAL,189,150,137,111,133,144,141,159,154,121,175,184
2021,Nitrogen Oxides,CENTRAL/WESTERN,62,55,51,37,26,31,29,36,41,31,48,52
2021,Nitrogen Oxides,KWAI CHUNG,99,89,87,75,98,104,89,99,85,51,75,82
2021,Nitrogen Oxides,KWUN TONG,95,83,69,62,71,72,69,81,83,57,80,84
2021,Nitrogen Oxides,MONG KOK,156,147,132,132,143,148,144,158,151,98,134,127
2021,Nitrogen Oxides,NORTH,72,56,45,39,32,38,42,48,50,41,69,74
2021,Nitrogen Oxides,SHAM SHUI PO,94,87,73,63,49,62,58,66,72,51,70,75
2021,Nitrogen Oxides,SHATIN,68,48,38,35,33,33,34,47,43,26,51,54
2021,Nitrogen Oxides,SOUTHERN,49,42,42,34,35,40,36,43,38,29,41,48
2021,Nitrogen Oxides,TAI PO,63,48,40,36,34,38,39,45,41,34,52,58
2021,Nitrogen Oxides,TAP MUN,18,11,12,10,9,9,8,13,11,9,13,16
2021,Nitrogen Oxides,TSEUNG KWAN O,47,38,31,28,34,38,38,46,38,19,35,33
2021,Nitrogen Oxides,TSUEN WAN,79,67,62,54,62,63,58,68,58,42,59,68
2021,Nitrogen Oxides,TUEN MUN,105,72,63,51,38,42,39,50,49,43,73,87
2021,Nitrogen Oxides,TUNG CHUNG,56,39,36,27,21,23,22,26,34,29,46,56
2021,Nitrogen Oxides,YUEN LONG,88,62,53,44,36,41,47,54,58,44,70,80
2021,Ozone,CAUSEWAY BAY,38,37,36,50,24,25,16,13,19,31,30,27
2021,Ozone,CENTRAL,37,41,40,54,23,23,18,14,25,38,37,34
2021,Ozone,CENTRAL/WESTERN,65,64,58,79,48,52,49,39,57,70,83,72
2021,Ozone,EASTERN,71,73,67,87,56,57,51,42,61,71,78,72
2021,Ozone,KWAI CHUNG,51,51,46,62,20,23,22,15,37,55,58,50
2021,Ozone,KWUN TONG,58,53,50,68,29,31,27,20,39,56,63,57
2021,Ozone,MONG KOK,42,40,36,48,21,21,18,13,25,42,45,37
2021,Ozone,NORTH,64,65,61,82,50,50,48,35,57,61,61,51
2021,Ozone,SHAM SHUI PO,59,57,52,69,41,39,38,28,47,59,62,51
2021,Ozone,SHATIN,60,58,59,77,41,48,42,28,51,67,67,56
2021,Ozone,SOUTHERN,79,78,66,84,44,48,44,35,56,75,79,73
2021,Ozone,TAI PO,69,69,67,84,47,50,47,34,59,63,67,57
2021,Ozone,TAP MUN,89,85,77,98,56,61,56,42,73,80,96,82
2021,Ozone,TSEUNG KWAN O,80,75,73,90,42,46,44,34,61,78,86,79
2021,Ozone,TSUEN WAN,50,50,45,63,29,34,31,22,42,56,59,49
2021,Ozone,TUEN MUN,48,54,48,68,43,43,45,32,53,57,57,43
2021,Ozone,TUNG CHUNG,51,53,49,67,43,47,43,33,52,60,60,48
2021,Ozone,YUEN LONG,49,54,50,71,43,44,42,29,47,55,56,46
2021,Respirable Suspended Particulates,CAUSEWAY BAY,62,44,47,43,29,29,28,25,33,35,46,50
2021,Respirable Suspended Particulates,CENTRAL,53,35,36,36,20,20,18,17,22,25,36,43
2021,Respirable Suspended Particulates,CENTRAL/WESTERN,48,31,34,32,14,16,13,12,17,23,32,37
2021,Respirable Suspended Particulates,EASTERN,50,33,34,36,16,20,19,15,20,27,34,39
2021,Respirable Suspended Particulates,KWAI CHUNG,40,28,33,31,17,20,16,15,19,23,31,36
2021,Respirable Suspended Particulates,KWUN TONG,58,37,40,38,20,21,18,18,24,27,37,41
2021,Respirable Suspended Particulates,MONG KOK,52,36,40,37,17,20,17,16,22,27,36,41
2021,Respirable Suspended Particulates,NORTH,47,27,28,27,14,15,14,14,23,24,33,38
2021,Respirable Suspended Particulates,SHAM SHUI PO,50,35,36,35,17,22,17,16,20,23,33,37
2021,Respirable Suspended Particulates,SHATIN,46,26,29,31,16,17,14,14,18,21,29,36
2021,Respirable Suspended Particulates,SOUTHERN,42,27,29,30,17,20,16,16,19,24,33,35
2021,Respirable Suspended Particulates,TAI PO,46,28,30,29,15,17,15,14,20,24,30,36
2021,Respirable Suspended Particulates,TAP MUN,44,26,27,29,12,14,11,11,16,25,29,35
2021,Respirable Suspended Particulates,TSEUNG KWAN O,37,25,27,29,16,18,16,15,20,24,30,32
2021,Respirable Suspended Particulates,TSUEN WAN,43,24,28,29,14,18,15,14,19,22,29,37
2021,Respirable Suspended Particulates,TUEN MUN,69,39,42,40,19,22,20,16,26,33,50,55
2021,Respirable Suspended Particulates,TUNG CHUNG,48,27,24,30,14,16,13,14,17,24,39,44
2021,Respirable Suspended Particulates,YUEN LONG,56,32,33,31,16,19,16,15,23,27,41,49
2021,Sulphur Dioxide,CAUSEWAY BAY,7,6,6,6,7,5,5,6,7,4,5,6
2021,Sulphur Dioxide,CENTRAL,7,4,4,3,4,4,3,4,4,4,5,6
2021,Sulphur Dioxide,CENTRAL/WESTERN,4,4,4,4,5,5,6,6,6,2,4,4
2021,Sulphur Dioxide,EASTERN,3,1,1,1,1,1,1,1,2,1,2,2
2021,Sulphur Dioxide,KWAI CHUNG,7,6,7,7,10,8,6,5,5,3,4,6
2021,Sulphur Dioxide,KWUN TONG,5,3,3,3,4,5,4,3,4,3,5,6
2021,Sulphur Dioxide,MONG KOK,5,4,5,5,5,4,3,4,5,1,4,3
2021,Sulphur Dioxide,NORTH,4,1,3,4,3,4,3,4,3,3,4,4
2021,Sulphur Dioxide,SHAM SHUI PO,7,5,5,7,8,8,9,4,4,2,5,5
2021,Sulphur Dioxide,SHATIN,5,8,6,7,7,4,6,6,7,4,6,6
2021,Sulphur Dioxide,SOUTHERN,3,2,2,2,4,4,5,5,5,3,2,2
2021,Sulphur Dioxide,TAI PO,5,3,3,5,3,2,2,3,3,3,4,5
2021,Sulphur Dioxide,TAP MUN,6,5,5,6,5,5,5,6,7,7,8,9
2021,Sulphur Dioxide,TSEUNG KWAN O,4,2,3,3,2,2,2,2,3,2,3,6
2021,Sulphur Dioxide,TSUEN WAN,4,3,3,3,4,5,5,6,6,5,5,6
2021,Sulphur Dioxide,TUEN MUN,6,4,4,4,4,4,5,5,6,5,7,6
2021,Sulphur Dioxide,TUNG CHUNG,5,3,4,4,4,5,6,6,7,7,3,4
2021,Sulphur Dioxide,YUEN LONG,9,7,7,8,8,8,9,9,10,10,12,5
2022,Carbon Monoxide,CAUSEWAY BAY,91,89,85,79,73,48,59,55,61,45,47,70
2022,Carbon Monoxide,CENTRAL,101,102,114,94,95,93,101,110,113,93,103,81
2022,Carbon Monoxide,MONG KOK,87,77,69,60,66,67,79,103,92,67,51,55
2022,Carbon Monoxide,NORTH,74,52,49,53,58,38,33,38,49,46,33,53
2022,Carbon Monoxide,SOUTHERN,66,51,56,55,59,34,19,15,37,30,43,63
2022,Carbon Monoxide,TAP MUN,62,44,48,53,59,26,58,52,78,38,40,55
2022,Carbon Monoxide,TSEUNG KWAN O,60,56,55,24,30,37,46,47,59,30,28,35
2022,Carbon Monoxide,TSUEN WAN,90,65,69,53,49,55,55,52,73,50,60,65
2022,Carbon Monoxide,TUEN MUN,80,55,56,57,65,41,40,39,62,54,70,77
2022,Carbon Monoxide,TUNG CHUNG,66,62,60,49,28,20,25,42,59,46,35,38
2022,Carbon Monoxide,YUEN LONG,90,90,86,50,66,55,57,64,77,66,63,59
2022,Fine Suspended Particulates ,CAUSEWAY BAY,30,18,24,19,16,13,15,16,31,22,20,25
2022,Fine Suspended Particulates ,CENTRAL,27,15,20,18,13,9,12,12,26,18,16,21
2022,Fine Suspended Particulates ,CENTRAL/WESTERN,25,13,18,15,10,6,8,8,23,15,13,17
2022,Fine Suspended Particulates ,EASTERN,22,12,16,14,10,5,8,7,21,14,13,17
2022,Fine Suspended Particulates ,KWAI CHUNG,25,14,18,15,11,8,10,9,24,15,13,19
2022,Fine Suspended Particulates ,KWUN TONG,23,12,18,16,12,9,10,8,20,13,12,17
2022,Fine Suspended Particulates ,MONG KOK,26,13,20,17,13,8,10,10,25,18,17,20
2022,Fine Suspended Particulates ,NORTH,21,12,14,10,9,6,9,7,22,17,15,21
2022,Fine Suspended Particulates ,SHAM SHUI PO,21,12,15,13,9,6,9,8,18,12,10,16
2022,Fine Suspended Particulates ,SHATIN,22,12,15,14,10,6,9,7,22,14,10,17
2022,Fine Suspended Particulates ,SOUTHERN,19,10,13,13,9,6,8,7,21,13,11,16
2022,Fine Suspended Particulates ,TAI PO,23,13,15,14,10,6,10,8,22,15,13,20
2022,Fine Suspended Particulates ,TAP MUN,20,10,13,12,7,4,7,6,20,14,11,17
2022,Fine Suspended Particulates ,TSEUNG KWAN O,19,10,15,14,9,6,9,8,23,17,14,18
2022,Fine Suspended Particulates ,TSUEN WAN,22,14,14,10,12,8,7,9,25,17,15,20
2022,Fine Suspended Particulates ,TUEN MUN,30,19,20,18,13,8,11,9,27,19,15,25
2022,Fine Suspended Particulates ,TUNG CHUNG,30,15,15,14,10,5,9,9,23,15,12,19
2022,Fine Suspended Particulates ,YUEN LONG,28,16,17,16,12,6,9,9,24,15,15,23
2022,Nitrogen Dioxide,CAUSEWAY BAY,71,61,62,59,58,47,52,59,99,72,56,79
2022,Nitrogen Dioxide,CENTRAL,69,59,63,56,55,44,48,57,91,68,56,74
2022,Nitrogen Dioxide,CENTRAL/WESTERN,40,36,37,29,24,19,18,26,32,26,30,40
2022,Nitrogen Dioxide,EASTERN,41,36,39,31,30,22,22,29,34,29,33,38
2022,Nitrogen Dioxide,KWAI CHUNG,48,39,47,44,43,49,48,41,55,39,35,42
2022,Nitrogen Dioxide,KWUN TONG,50,43,48,45,44,40,42,43,59,42,37,48
2022,Nitrogen Dioxide,MONG KOK,70,56,64,62,61,49,55,61,98,62,62,62
2022,Nitrogen Dioxide,NORTH,42,28,29,28,28,22,23,27,37,31,31,42
2022,Nitrogen Dioxide,SHAM SHUI PO,56,40,48,43,41,32,34,42,52,40,44,45
2022,Nitrogen Dioxide,SHATIN,32,24,28,25,22,23,24,25,29,22,24,37
2022,Nitrogen Dioxide,SOUTHERN,32,28,29,24,22,24,21,21,27,20,22,36
2022,Nitrogen Dioxide,TAI PO,33,22,24,23,24,23,24,25,31,27,26,37
2022,Nitrogen Dioxide,TAP MUN,11,7,9,7,5,4,6,6,8,7,8,13
2022,Nitrogen Dioxide,TSEUNG KWAN O,22,15,21,19,16,22,21,22,31,18,18,26
2022,Nitrogen Dioxide,TSUEN WAN,49,37,44,42,39,39,34,34,39,34,36,43
2022,Nitrogen Dioxide,TUEN MUN,56,38,48,39,35,28,28,29,37,36,42,47
2022,Nitrogen Dioxide,TUNG CHUNG,39,28,27,26,20,12,14,17,25,24,25,37
2022,Nitrogen Dioxide,YUEN LONG,52,36,39,38,35,27,29,25,33,33,42,57
2022,Nitrogen Oxides,CAUSEWAY BAY,174,177,158,142,144,180,175,204,214,163,150,252
2022,Nitrogen Oxides,CENTRAL,140,139,133,112,114,125,123,149,144,118,110,182
2022,Nitrogen Oxides,CENTRAL/WESTERN,49,48,54,37,29,26,24,35,35,30,37,51
2022,Nitrogen Oxides,KWAI CHUNG,72,64,86,74,72,109,85,80,69,52,55,68
2022,Nitrogen Oxides,KWUN TONG,68,69,76,64,68,78,69,73,71,53,50,77
2022,Nitrogen Oxides,MONG KOK,128,106,119,114,137,166,157,166,161,95,108,116
2022,Nitrogen Oxides,NORTH,57,37,38,36,38,35,34,41,46,37,42,64
2022,Nitrogen Oxides,SHAM SHUI PO,76,58,74,59,56,53,52,70,61,51,62,61
2022,Nitrogen Oxides,SHATIN,42,31,37,31,29,35,31,36,33,25,32,48
2022,Nitrogen Oxides,SOUTHERN,41,40,41,31,28,33,28,32,31,24,28,50
2022,Nitrogen Oxides,TAI PO,46,31,34,32,33,34,33,36,35,31,34,50
2022,Nitrogen Oxides,TAP MUN,14,11,14,12,10,10,12,12,13,12,14,19
2022,Nitrogen Oxides,TSEUNG KWAN O,27,19,32,25,23,37,32,37,37,22,23,33
2022,Nitrogen Oxides,TSUEN WAN,66,53,69,61,55,65,53,53,46,42,48,58
2022,Nitrogen Oxides,TUEN MUN,80,53,68,49,46,41,38,43,43,43,59,66
2022,Nitrogen Oxides,TUNG CHUNG,52,40,39,32,26,19,20,28,30,28,34,54
2022,Nitrogen Oxides,YUEN LONG,74,50,55,50,47,44,44,45,41,42,59,78
2022,Ozone,CAUSEWAY BAY,33,28,37,38,36,14,24,21,49,45,37,22
2022,Ozone,CENTRAL,40,31,44,48,45,16,23,19,59,52,40,23
2022,Ozone,CENTRAL/WESTERN,70,55,73,75,74,40,57,53,130,94,63,55
2022,Ozone,EASTERN,68,56,71,76,72,42,55,54,119,96,71,60
2022,Ozone,KWAI CHUNG,50,40,51,54,53,11,24,28,83,71,47,42
2022,Ozone,KWUN TONG,56,43,57,57,52,19,30,29,87,73,52,39
2022,Ozone,MONG KOK,30,30,38,40,23,9,14,18,53,67,42,40
2022,Ozone,NORTH,54,49,67,69,64,31,49,41,99,83,54,40
2022,Ozone,SHAM SHUI PO,51,46,55,60,56,27,38,33,101,81,52,48
2022,Ozone,SHATIN,63,53,66,69,68,29,43,40,107,90,61,45
2022,Ozone,SOUTHERN,72,56,69,73,68,29,43,43,110,92,68,54
2022,Ozone,TAI PO,62,55,77,77,70,32,48,44,105,85,60,42
2022,Ozone,TAP MUN,82,68,81,83,83,42,55,57,121,101,71,63
2022,Ozone,TSEUNG KWAN O,78,65,78,78,76,32,45,42,104,88,70,58
2022,Ozone,TSUEN WAN,42,40,49,48,50,17,32,29,99,74,45,38
2022,Ozone,TUEN MUN,37,36,43,54,52,24,36,40,111,85,45,40
2022,Ozone,TUNG CHUNG,40,37,50,58,55,34,42,38,98,77,49,32
2022,Ozone,YUEN LONG,40,39,49,57,54,27,39,36,106,86,46,40
2022,Respirable Suspended Particulates,CAUSEWAY BAY,46,28,38,35,27,22,26,27,49,40,31,41
2022,Respirable Suspended Particulates,CENTRAL,40,23,31,29,20,13,18,18,39,31,24,33
2022,Respirable Suspended Particulates,CENTRAL/WESTERN,35,19,27,25,16,10,13,13,36,28,20,25
2022,Respirable Suspended Particulates,EASTERN,35,21,28,27,19,13,16,14,33,27,20,27
2022,Respirable Suspended Particulates,KWAI CHUNG,34,19,26,25,18,15,16,14,36,28,19,29
2022,Respirable Suspended Particulates,KWUN TONG,34,20,29,28,20,16,18,15,34,29,20,28
2022,Respirable Suspended Particulates,MONG KOK,39,20,30,28,20,14,17,17,39,31,24,31
2022,Respirable Suspended Particulates,NORTH,32,18,22,22,17,11,16,14,36,32,21,34
2022,Respirable Suspended Particulates,SHAM SHUI PO,34,21,29,28,19,14,17,16,36,30,22,28
2022,Respirable Suspended Particulates,SHATIN,31,17,23,23,17,12,14,13,34,26,17,27
2022,Respirable Suspended Particulates,SOUTHERN,32,18,24,25,18,16,17,17,38,34,22,32
2022,Respirable Suspended Particulates,TAI PO,32,17,22,22,15,10,14,14,33,28,19,30
2022,Respirable Suspended Particulates,TAP MUN,30,15,21,20,14,9,12,13,32,29,18,27
2022,Respirable Suspended Particulates,TSEUNG KWAN O,28,15,24,24,17,13,16,15,36,30,20,27
2022,Respirable Suspended Particulates,TSUEN WAN,31,20,23,23,18,15,15,14,35,28,19,28
2022,Respirable Suspended Particulates,TUEN MUN,45,27,34,35,23,18,22,17,48,41,28,47
2022,Respirable Suspended Particulates,TUNG CHUNG,39,21,23,24,15,9,14,13,36,31,19,31
2022,Respirable Suspended Particulates,YUEN LONG,40,22,25,27,17,11,17,14,37,31,22,35
2022,Sulphur Dioxide,CAUSEWAY BAY,5,5,5,4,4,5,4,5,6,4,3,6
2022,Sulphur Dioxide,CENTRAL,4,4,5,2,2,2,5,6,5,4,3,5
2022,Sulphur Dioxide,CENTRAL/WESTERN,3,2,3,3,4,4,4,4,4,3,5,3
2022,Sulphur Dioxide,EASTERN,1,1,1,1,1,1,2,1,3,2,1,2
2022,Sulphur Dioxide,KWAI CHUNG,6,6,9,8,7,13,13,11,4,3,2,3
2022,Sulphur Dioxide,KWUN TONG,6,6,8,9,7,5,8,5,5,5,5,7
2022,Sulphur Dioxide,MONG KOK,4,3,3,3,3,5,3,4,3,5,1,3
2022,Sulphur Dioxide,NORTH,4,2,4,4,4,5,6,5,2,3,2,3
2022,Sulphur Dioxide,SHAM SHUI PO,4,4,6,6,5,6,7,8,3,3,3,4
2022,Sulphur Dioxide,SHATIN,5,5,6,7,7,8,9,9,6,6,6,7
2022,Sulphur Dioxide,SOUTHERN,2,1,3,3,4,2,3,3,4,4,4,5
2022,Sulphur Dioxide,TAI PO,4,3,3,3,2,2,4,1,2,2,2,3
2022,Sulphur Dioxide,TAP MUN,8,7,7,7,7,7,8,9,10,10,7,6
2022,Sulphur Dioxide,TSEUNG KWAN O,4,3,5,3,2,3,3,2,3,3,2,3
2022,Sulphur Dioxide,TSUEN WAN,5,5,7,7,7,9,9,9,10,10,9,9
2022,Sulphur Dioxide,TUEN MUN,3,2,3,3,2,4,4,6,7,5,4,3
2022,Sulphur Dioxide,TUNG CHUNG,6,8,9,5,2,3,4,5,6,6,6,8
2022,Sulphur Dioxide,YUEN LONG,4,4,4,5,3,3,4,4,4,4,4,5
